NaOH/ mM,formaldehyde/ mM,C4_-H_NaCa_2p,C5_Ca_2p_I1,C5_Ca_2p_I2,C2_Ca_I1,C2_Ca_I2,C6-H2O_Ca_2p_I1,C6-H2O_Ca_2p_I2,C6_Ca_I1,C6_Ca_I2,C6_Ca_I3,C6_Ca_I4,C6_Ca_I5,C6_Ca_I6,C7-O_Ca_2p_I1,C7-O_Ca_2p_I2,C7-O_Ca_2p_I3,C6+H2O_Ca_2p_I1,C6+H2O_Ca_2p_I2,C6+H2O_Ca_2p_I3,C6+H2O_Ca_2p_I4,C7_Ca_2p_I1,C7_Ca_2p_I2,C7_Ca_2p_I3,C7_+H2_Ca_2p_I1,C7_+H2_Ca_2p_I2,C7_+H2_Ca_2p_I3,C7_+H2_Ca_2p_I4,C7_+H2_Ca_2p_I5,C6+2H2O_Ca_2p_I1,C6+2H2O_Ca_2p_I2,C6+2H2O_Ca_2p_I3,C6+2H2O_Ca_2p_I4,C3_Ca_I1,C7+H2O_Ca_2p_I1,C7+H2O_Ca_2p_I2,C7+H2O_Ca_2p_I3,C7+H2O_Ca_2p_I4,C9-O2_Ca_2p_I1,C9-O2_Ca_2p_I2,C9-O2_Ca_2p_I3,C9-O2_Ca_2p_I4,C8_Ca_2p_I1,C8_Ca_2p_I2,C8_Ca_2p_I3,C8_Ca_2p_I4,C8_+H2_Ca_2p_I1,C8_+H2_Ca_2p_I2,C8_+H2_Ca_2p_I3,C7+2H2O_Ca_2p_I1,C7+2H2O_Ca_2p_I2,C7+2H2O_Ca_2p_I3,C9-O_Ca_2p_I1,C9-O_Ca_2p_I2,C9-O_Ca_2p_I3,C9-O_Ca_2p_I4,C8+H2O_Ca_2p_I1,C8+H2O_Ca_2p_I2,C8+H2O_Ca_2p_I3,C8+H2O_Ca_2p_I4,C9_Ca_2p_I1,C9_Ca_2p_I2,C9_Ca_2p_I3,C9_Ca_2p_I4,C4_Ca_I1,C4_Ca_I2,C9+H2O_Ca_2p_I1,C9+H2O_Ca_2p_I2,C9+H2O_Ca_2p_I3,C9+H2O_Ca_2p_I4,C10_Ca_2p_I1,C10_Ca_2p_I2,C10_Ca_2p_I3,C10_Ca_2p_I4,C5_Na_I1,C5_Na_I2,C10+H2O_Ca_2p_I1,C10+H2O_Ca_2p_I2,C10+H2O_Ca_2p_I3,C11_Ca_2p_I1,C11_Ca_2p_I2,C6-H2O_Na_I1,C6-H2O_Na_I2,C6-H2O_Na_I3,C6-H2O_Na_I4,C11+H2O_Ca_2p_I1,C11+H2O_Ca_2p_I2,C11+H2O_Ca_2p_I3,C7-O-H2O_Na_I1,C7-O-H2O_Na_I2,C7-O-H2O_Na_I3,C7-O-H2O_Na_I4,C7-O-H2O_Na_I5,C7-O-H2O_Na_I6,C12_Ca_2p_I1,C12_Ca_2p_I2,C12_Ca_2p_I3,C6_Na_I1,C6_Na_I2,C6_Na_I3,C6_Na_I4,C12+H2O_Ca_2p_I1,C12+H2O_Ca_2p_I2,C12+H2O_Ca_2p_I3,C7_Na_I1,C7_Na_I2,C7_Na_I3,label
36.9158,140.8762,0.000475679,0.000926714,0.000441081,0.000375225,0.00023651,0.002554974,0.000528207,0.018267627,0.009871281,0.001783433,0.000602747,0.000748787,0.000349663,0.007363877,0.004546894,0.000780866,0.002567649,0.004134193,0.002189531,0.000468278,0.006630343,0.007311151,0.000593618,0.001725185,0.002405998,0.00161787,0.00074908,0.000360428,0.000388572,0.000901839,0.000719482,0.000372126,0.000333266,0.001490914,0.004076574,0.000530886,0.000403705,0.000535821,0.001368268,0.000913771,0.000369063,0.000521051,0.005122952,0.004376132,0.000445782,0.000517306,0.001826012,0.000393951,0.000499291,0.001267762,0.000383473,0.000566482,0.002898889,0.006817055,0.000673294,0.000617351,0.003557892,0.002907359,0.000415103,0.001480562,0.005510062,0.02772445,0.002003804,0.000291509,0.000234345,0.000836758,0.007086159,0.000363067,0.000572778,0.004915019,0.010784559,0.000395288,0.000708952,0.002735279,0.007507706,0.003345181,0.001742148,0.000400878,0.005557296,0.000510725,0.000251093,0.000391573,0.0003283,0.000245615,0.001071669,0.001452142,0.000340622,0.000248735,0.000450893,0.000733973,0.000582442,0.000244804,0.000218548,0.001302196,0.002820231,0.000373168,0.003345859,0.014807651,0.022668036,0.00533618,0.000544067,0.000958773,0.000341599,0.002319016,0.001179302,0.000692782,1
40.3235,145.7214,0.000441868,0.000806915,0.000444029,0.000357479,0.000241722,0.001858575,0.000542592,0.01295848,0.008532204,0.001873607,0.000612929,0.000599597,0.000382739,0.006002245,0.004555957,0.000648995,0.001944227,0.003853025,0.002469411,0.000443033,0.005300695,0.006873224,0.000539174,0.001546713,0.002215751,0.001667507,0.000737256,0.000362021,0.000400241,0.00088543,0.000789164,0.000392618,0.000326945,0.001340445,0.003714232,0.000465941,0.000397285,0.000555942,0.001319634,0.000889429,0.000393014,0.000480284,0.004518022,0.004156892,0.000441765,0.000522377,0.001782867,0.00040484,0.000484722,0.001252927,0.00036832,0.00055945,0.002670684,0.005740797,0.000634115,0.000572089,0.003181325,0.002735308,0.000408917,0.001288196,0.004231612,0.019414863,0.001538363,0.000292347,0.000270347,0.000756406,0.005307693,0.000367216,0.000500859,0.00424405,0.007832737,0.00042193,0.00061592,0.003341679,0.00900045,0.002670474,0.001287597,0.000417686,0.004545716,0.000492385,0.000267081,0.000442523,0.000383607,0.000269971,0.000901775,0.001215066,0.000359137,0.000274689,0.000483592,0.000746428,0.000612008,0.000267451,0.000241506,0.001153043,0.001945523,0.000384782,0.003440418,0.015209762,0.025839538,0.006486328,0.000543735,0.00088093,0.000347466,0.002235547,0.00128269,0.00085684,1
47.7437,123.7048,0.00052791,0.000886019,0.000652984,0.000413076,0.00035677,0.00134548,0.000711399,0.008366755,0.007550515,0.002815254,0.000756157,0.000630784,0.000507913,0.004441717,0.004407488,0.000686239,0.001663942,0.003869976,0.003378877,0.00051618,0.004298001,0.006751246,0.000598622,0.001513744,0.002151104,0.001831841,0.0009458,0.000497071,0.000554457,0.001052597,0.001045802,0.000515143,0.000440807,0.00130899,0.003372931,0.000569022,0.000492733,0.000704163,0.001309519,0.0009701,0.000543117,0.000619117,0.004172469,0.003956699,0.000538036,0.000662797,0.001794418,0.000481668,0.000633212,0.001382343,0.000487061,0.000671239,0.002491677,0.005041197,0.000699487,0.000684058,0.002857931,0.002561027,0.000531822,0.001222403,0.003477303,0.012996025,0.001238273,0.000386211,0.000398055,0.000820279,0.003985826,0.000509169,0.000624169,0.003848912,0.005192706,0.000558115,0.000648053,0.004806351,0.015019565,0.002205681,0.000960814,0.000530168,0.003457345,0.000581424,0.000362573,0.000637463,0.000611712,0.000401105,0.000914034,0.00104654,0.00048724,0.000339254,0.000581376,0.0008307,0.000758089,0.000365618,0.000357879,0.001094767,0.001192196,0.000497033,0.00447075,0.019593381,0.031725786,0.007714179,0.000615391,0.000891012,0.000487864,0.002636725,0.00163019,0.001265861,1
17.1809,94.5893,0.000493889,0.00088428,0.000235168,0.001673603,0.000326154,0.004425765,0.000563881,0.039933094,0.009578296,0.000994672,0.001066711,0.001514594,0.000141493,0.01864754,0.003050158,0.000596945,0.00448036,0.00288732,0.000515023,0.000537415,0.01921662,0.003765854,0.000804613,0.002838505,0.004097996,0.000915943,0.000322965,0.000183756,0.000180719,0.000589153,0.000212092,0.000194155,0.000692948,0.002185399,0.00390346,0.000334414,0.000458722,0.000226937,0.001153353,0.000375709,0.00013452,0.000269423,0.007055139,0.001042735,0.000485738,0.000436749,0.002222756,0.000184983,0.00029797,0.000877078,0.00021532,0.000379807,0.004142873,0.00679,0.000221118,0.000559467,0.002699384,0.00118899,0.000365969,0.00623496,0.030670482,0.069624614,0.013848416,0.001016859,9.9e-05,0.000981735,0.011960594,0.000146587,0.00021897,0.0035728,0.02302704,0.000176048,0.00021023,0.000165209,0.000356147,0.002893085,0.005930584,0.000151692,0.007623895,0.000168938,9.92e-05,0.000102232,9.39e-05,8.58e-05,0.000749637,0.002118038,0.000130827,9.43e-05,0.000125481,0.000159007,0.000130458,9.01e-05,9.73e-05,0.001114341,0.00263883,0.000137069,0.00184506,0.006565036,0.004637776,0.000948483,0.00030085,0.000943843,0.000126833,0.001306465,0.000546893,0.000202329,0
11.8393,91.7081,0.000527818,0.000970308,0.000285427,0.003419043,0.000682209,0.004544269,0.000725762,0.043262862,0.01216349,0.001358236,0.001347793,0.001385725,0.000105403,0.019628077,0.003342943,0.000326861,0.004863875,0.00348003,0.000597659,0.000456551,0.022209882,0.004329278,0.000735633,0.002706997,0.003657503,0.000845074,0.000289631,0.000134445,0.000150052,0.000353869,0.000165286,0.000144571,0.001193437,0.002286139,0.00319958,0.000257471,0.000419219,0.000195245,0.000906432,0.000242433,0.000104147,0.000251701,0.007945246,0.000570385,0.00043898,0.000413079,0.001750166,0.000130674,0.000232379,0.000682455,0.000170637,0.00032515,0.003432739,0.004095202,0.000154671,0.000633395,0.002250505,0.000800754,0.000294747,0.009572167,0.039872084,0.065156676,0.014544843,0.002058325,8.18e-05,0.000890304,0.010109225,0.000135172,0.000171872,0.003446382,0.021455472,0.000158042,0.000168292,8.94e-05,0.0001225,0.00205046,0.005608288,0.000111558,0.007697603,0.000125905,7.98e-05,7.3e-05,7.36e-05,8.16e-05,0.000751016,0.001856042,0.000103899,7.26e-05,8.8e-05,0.00010822,8.73e-05,7.26e-05,6.74e-05,0.001292183,0.001692818,0.000105956,0.001598091,0.005128041,0.002165618,0.000344066,0.000314186,0.000859487,0.000105331,0.000891789,0.000355577,0.000130922,0
30.6214,74.0936,0.000357064,0.000803764,0.000216298,0.000293505,0.000117668,0.002827219,0.000361108,0.021934527,0.006441955,0.000851131,0.000376417,0.000458939,0.000154373,0.003953957,0.001804954,0.000242528,0.002833332,0.003650481,0.001173638,0.000286824,0.007690651,0.005722438,0.000348828,0.000850359,0.00120427,0.001002762,0.000506829,0.000159359,0.000204009,0.000553576,0.00047602,0.000178289,0.000274482,0.001247732,0.003006589,0.000262639,0.000290877,0.000190397,0.000338904,0.00035548,0.000127276,0.000307239,0.003645368,0.003242276,0.000297936,0.000189834,0.000711304,0.000190599,0.000255438,0.000989451,0.000211197,0.000251286,0.000869169,0.00225028,0.000211469,0.000281245,0.001875983,0.003064825,0.000312006,0.00090687,0.003504045,0.02369141,0.007584691,0.000221469,0.000113389,0.000340589,0.006109413,0.0001614,0.000311923,0.002288236,0.011496416,0.000167331,0.000421294,0.000438256,0.004179682,0.002184752,0.003889482,0.000204921,0.004092607,0.000269843,9.92e-05,0.000142451,0.000151552,0.000137711,0.000425449,0.00169419,0.000158628,8.68e-05,0.000154563,0.000205973,0.00015379,0.00011141,8.32e-05,0.000517726,0.003389281,0.000171761,0.000715359,0.00618286,0.013677791,0.007412934,0.000209906,0.000749937,0.000135551,0.001091461,0.000613179,0.00068773,0
32.6819,70.8834,0.000291328,0.000697785,0.000215927,0.000211454,0.000103185,0.002072293,0.00032761,0.015232469,0.00617089,0.000853852,0.000340732,0.000378254,0.000137261,0.002939415,0.001730945,0.000227906,0.002186064,0.003379545,0.001321129,0.000241708,0.005154129,0.004972886,0.000309743,0.000679486,0.000984901,0.000887847,0.000441461,0.000154393,0.000195174,0.000524427,0.000507129,0.000173882,0.000208215,0.000936277,0.002417923,0.000246969,0.000230423,0.000196603,0.000337702,0.000345676,0.000132468,0.000306963,0.003138037,0.002691848,0.000245773,0.000197441,0.000631457,0.000181303,0.000243943,0.000840018,0.000186054,0.000252107,0.000861273,0.00222593,0.000229985,0.000256291,0.00159144,0.002382515,0.000250051,0.000816107,0.002946214,0.018260902,0.004103514,0.000171432,0.000122602,0.000320819,0.004760713,0.000149103,0.000294364,0.002127678,0.00867323,0.00016156,0.000427182,0.000588073,0.005162249,0.001856343,0.002411629,0.000205067,0.003413835,0.000269256,0.000100421,0.000138554,0.000169494,0.000147745,0.000415826,0.001239277,0.000160754,7.83e-05,0.000163677,0.000211989,0.000155903,0.00010797,7.02e-05,0.000510181,0.002518131,0.000173421,0.000882649,0.006707873,0.013437038,0.006329306,0.000216488,0.00061734,0.000129888,0.00105908,0.000640796,0.000747304,0
29.7955,61.1169,0.000559631,0.001210834,0.000335302,0.000511351,0.000193344,0.00491772,0.000556397,0.040007272,0.011495308,0.001195689,0.000498025,0.000876742,0.000253149,0.007345247,0.002521968,0.000452736,0.005913268,0.005467959,0.001561916,0.000500922,0.013529935,0.008613485,0.000650268,0.00145987,0.002019066,0.001114819,0.000541128,0.000265198,0.000343763,0.000896027,0.000613799,0.00031545,0.000438084,0.002355707,0.005320638,0.000513215,0.000424455,0.000348851,0.000668604,0.000602864,0.000235564,0.000589564,0.007038879,0.004736469,0.000407419,0.000343221,0.001209853,0.000277804,0.000457231,0.001648301,0.000332334,0.000518018,0.002022217,0.005593874,0.000364514,0.000560389,0.003581188,0.003703524,0.000450854,0.002153657,0.008688001,0.046800323,0.005609319,0.000350154,0.00019096,0.000834902,0.012126195,0.000254075,0.000522244,0.005188253,0.019189733,0.000270635,0.00064492,0.000685879,0.005570591,0.005045993,0.004700005,0.000319039,0.007247383,0.0004498,0.000171674,0.000214255,0.000226315,0.00020662,0.001038294,0.002627855,0.000248934,0.000151727,0.000264293,0.000323611,0.000211304,0.000172849,0.000162903,0.001166286,0.004679884,0.000292334,0.001973697,0.011256767,0.016303692,0.004899636,0.000448751,0.001335755,0.000239017,0.001769052,0.000892117,0.000924114,0
25.1818,51.0274,0.000539828,0.001105662,0.000277578,0.000706889,0.000168347,0.005065811,0.000541384,0.043965601,0.010596966,0.00098335,0.000531363,0.00113131,0.000198144,0.008203168,0.001597847,0.000421938,0.007042889,0.004248353,0.000908935,0.000528573,0.016929534,0.006301272,0.000796348,0.001640492,0.002076771,0.000655764,0.00034752,0.000201377,0.000304582,0.000823422,0.000358065,0.000293197,0.000538783,0.003000586,0.005430659,0.000574704,0.000409539,0.000296864,0.00057343,0.00047551,0.000185705,0.000482379,0.007485653,0.003194306,0.000400237,0.00033192,0.001183998,0.00021163,0.000482765,0.00138027,0.000307095,0.00052609,0.002606059,0.006224841,0.000270113,0.000687531,0.003808922,0.002276481,0.000384957,0.0038209,0.016565147,0.061920957,0.004728056,0.000409087,0.000145658,0.00129763,0.01505263,0.000213444,0.000368574,0.006460615,0.022956771,0.000241432,0.000422336,0.000384534,0.002430392,0.006255795,0.004937512,0.00023536,0.008199373,0.000309838,0.000150824,0.0001598,0.000147526,0.000141818,0.001294342,0.002751486,0.000199668,0.000122131,0.000209512,0.000229473,0.000157475,0.000125569,0.000139459,0.00143356,0.004283486,0.000222483,0.002392819,0.009665191,0.009048113,0.001693966,0.000512003,0.001306017,0.000182261,0.001452007,0.000648511,0.000576707,0
20.0,45.0,0.000483238,0.000993633,0.000234972,0.001358117,0.000167607,0.004658198,0.000532608,0.043269583,0.010621156,0.000936303,0.000817041,0.001308505,0.000144205,0.010366858,0.001514563,0.000363832,0.006795268,0.003864415,0.000681602,0.000591278,0.021825989,0.004367584,0.000843368,0.001933636,0.002476075,0.000485661,0.00024447,0.000156162,0.0002371,0.000807137,0.000253473,0.000228953,0.000867244,0.003386897,0.005226496,0.000476251,0.000483406,0.000211018,0.000412872,0.000270405,0.000131733,0.000329054,0.007954488,0.001492579,0.000410553,0.000334612,0.001256716,0.000168227,0.000469329,0.001241151,0.000269077,0.00042365,0.002816024,0.004894935,0.000185433,0.000781837,0.003549662,0.001338536,0.000368334,0.00756728,0.032620881,0.074544976,0.007844742,0.000840587,0.000107585,0.001482156,0.016281524,0.000164364,0.00025238,0.005404762,0.026804884,0.00018815,0.000227259,0.000151332,0.000649569,0.005311567,0.006775008,0.000166287,0.008001823,0.000186552,0.000132121,0.000104064,0.000101633,9.21e-05,0.001149859,0.002782955,0.000138273,8.68e-05,0.000137778,0.000153746,0.000102142,9.23e-05,9.18e-05,0.00143548,0.003118677,0.000148954,0.00218152,0.007230463,0.004821556,0.000800632,0.000441892,0.001241928,0.00013731,0.001218023,0.000476562,0.00034672,0
17.8659,39.5461,0.000516398,0.001095813,0.000249606,0.001837813,0.000213245,0.004967675,0.000601799,0.047685061,0.011767366,0.001065016,0.001003373,0.001384914,0.000134706,0.010682749,0.001622684,0.000294455,0.006799643,0.004300857,0.000726727,0.000590073,0.024175025,0.004415048,0.00081128,0.001750899,0.002331243,0.000457467,0.000233381,0.000148477,0.000223394,0.000792171,0.000247206,0.00021248,0.001151637,0.00329344,0.005132283,0.000410192,0.000516373,0.000191697,0.000348092,0.000215274,0.000120385,0.000275268,0.008196789,0.001155006,0.000431835,0.000288754,0.001120988,0.000145809,0.000413408,0.00123485,0.000251809,0.000359692,0.002561868,0.004118409,0.000164946,0.000721684,0.00320904,0.001268538,0.000367589,0.008661572,0.038551302,0.079219515,0.012237536,0.001180632,0.000100547,0.00133667,0.015938466,0.000156087,0.000221411,0.004390056,0.02682867,0.000178528,0.000215503,0.000118381,0.000392306,0.004195312,0.007836071,0.000155586,0.007104579,0.000164667,0.000109747,9.33e-05,9.55e-05,9.29e-05,0.000891973,0.002647208,0.000123282,7.55e-05,0.000114107,0.000126868,9.57e-05,8.65e-05,7.98e-05,0.001273308,0.002917515,0.000133448,0.001846363,0.006607368,0.00379827,0.00069502,0.000361215,0.001138086,0.000121449,0.001120045,0.000419032,0.000298127,0
21.1033,29.5308,0.000617501,0.001198674,0.00027599,0.001298278,0.000191344,0.005847961,0.000644111,0.054433053,0.012401931,0.001070721,0.000870528,0.001529117,0.000159823,0.00688828,0.001161562,0.000311731,0.007080104,0.004606804,0.000798994,0.000644029,0.020900545,0.004838413,0.000823443,0.001223618,0.001837269,0.000444244,0.000247883,0.000162655,0.000237634,0.000912337,0.000300941,0.000253134,0.000850583,0.002947773,0.005009052,0.000461757,0.000524196,0.000221743,0.000415734,0.000302854,0.000132171,0.000341982,0.007038376,0.001792978,0.000442855,0.000226015,0.000813127,0.000167612,0.000388632,0.00119827,0.00026736,0.000425579,0.002346782,0.004938217,0.000185428,0.000541741,0.002830479,0.001560065,0.000372291,0.006080286,0.029464877,0.084842599,0.013450805,0.000826743,0.000117598,0.001246435,0.017343253,0.000176403,0.000278005,0.004070719,0.026942348,0.000200833,0.000286974,0.00015154,0.000803412,0.004768638,0.00727308,0.000176835,0.006932509,0.00022148,0.000122331,0.000112311,0.000111116,0.000102727,0.000795649,0.002589414,0.000153933,0.00013374,0.000128264,0.000144171,0.000120148,0.000100772,9.73e-05,0.001109578,0.004394235,0.000163153,0.001688554,0.007362505,0.004925135,0.001059148,0.000357034,0.00105321,0.0001434,0.00119538,0.000501002,0.000586776,0
23.1978,17.7811,0.000744786,0.001419219,0.000311339,0.001034114,0.00017526,0.00694194,0.000757116,0.063032948,0.014344613,0.00122166,0.000764441,0.00160446,0.000208346,0.003775143,0.000845788,0.000259793,0.007683657,0.005497527,0.001004363,0.000717321,0.0162604,0.00513048,0.000751139,0.00075044,0.001220975,0.000439927,0.000286144,0.000185472,0.000279132,0.001003432,0.000374929,0.000294038,0.000745666,0.002200385,0.004291571,0.000445163,0.000470305,0.000256836,0.000482628,0.00042273,0.000172111,0.000401345,0.005244941,0.00178635,0.000371705,0.000220094,0.000492722,0.000172593,0.00033628,0.000932921,0.000265916,0.000495396,0.002298581,0.005900524,0.000229502,0.000389208,0.001927071,0.001339617,0.000308838,0.004755051,0.022725594,0.087965101,0.014753143,0.000638346,0.000126173,0.001158119,0.018816116,0.00020596,0.000366385,0.003291981,0.024251382,0.000208111,0.000415747,0.000176465,0.00092789,0.00464225,0.005632561,0.000223644,0.005323719,0.000249429,0.00012885,0.000126555,0.000140556,0.000132494,0.000603112,0.001880107,0.000181181,0.000104333,0.000140017,0.000159678,0.000134127,0.00010937,8.34e-05,0.000960346,0.00621333,0.000191301,0.001540097,0.008265309,0.004674822,0.001192292,0.000320151,0.000854633,0.000168463,0.001063394,0.000656101,0.001128918,0
39.4874,13.8263,0.000890426,0.001651759,0.000587318,0.000473407,0.000300421,0.006059798,0.001212121,0.03248228,0.023349592,0.006363683,0.001018396,0.000834401,0.000431306,0.00141378,0.001314524,0.0004575,0.00532694,0.01107207,0.008005163,0.000562149,0.005775774,0.008593075,0.000573186,0.000623646,0.000875921,0.000886673,0.000616993,0.000362833,0.0005363,0.001989105,0.002107145,0.000460049,0.000603362,0.001257104,0.003522818,0.000570124,0.000423741,0.000545157,0.000917044,0.000867876,0.000418759,0.000596747,0.003884211,0.002116804,0.000432496,0.000432264,0.000603998,0.000388913,0.000529565,0.001143472,0.000408224,0.000649157,0.001839112,0.006005374,0.000612924,0.000528566,0.001505328,0.001342854,0.000434733,0.001963743,0.006394689,0.036207497,0.002824668,0.000585816,0.000319098,0.000893663,0.010319221,0.000458444,0.000827822,0.003687925,0.008484152,0.000453084,0.000728175,0.0006293,0.00406438,0.003113834,0.001129313,0.000517081,0.00229195,0.000479085,0.000269609,0.000347951,0.000409803,0.000543295,0.00068645,0.000728889,0.000402095,0.000215602,0.000328333,0.000348767,0.000298683,0.000298198,0.000203655,0.000978443,0.003130008,0.000482528,0.002785454,0.015830035,0.010812739,0.003327425,0.000531637,0.001038688,0.000400737,0.001280906,0.002042914,0.002959629,0
47.5862,26.3605,0.000751716,0.00137082,0.000752241,0.000527828,0.000429834,0.00332866,0.001141881,0.015266707,0.014435791,0.007053699,0.001194884,0.000682137,0.000476273,0.001487196,0.001673809,0.000553971,0.003085658,0.007876923,0.00866188,0.000615046,0.005202541,0.009494508,0.00062327,0.000824101,0.001174137,0.001172675,0.000885566,0.000490118,0.000664889,0.001838401,0.002348346,0.000551123,0.000841099,0.001498676,0.003962258,0.000637235,0.000538884,0.00064959,0.000980916,0.000877664,0.000519764,0.000676394,0.00399095,0.003028153,0.00053588,0.000553392,0.000827437,0.000514673,0.000648544,0.001497081,0.000508299,0.000680406,0.001487171,0.004424965,0.000630321,0.000666717,0.002207995,0.002161741,0.000528773,0.001344065,0.003898391,0.018441956,0.001756919,0.000797829,0.000475805,0.00085146,0.006177392,0.000542484,0.000657905,0.003622288,0.006208108,0.000557408,0.00071577,0.001370585,0.010953586,0.002893898,0.001102749,0.000621107,0.002672931,0.000620941,0.000270322,0.000434394,0.000504977,0.0005948,0.000855332,0.000970862,0.000553339,0.000204558,0.000386205,0.00041459,0.000407374,0.000325025,0.000363577,0.000910876,0.00141586,0.000549302,0.002996935,0.016417866,0.013605788,0.00387857,0.000614288,0.000979111,0.000533429,0.001614322,0.002776774,0.003359241,0
40.0,45.0,0.000652806,0.001493823,0.000584371,0.000433136,0.000266212,0.004043059,0.000857481,0.024354334,0.016375589,0.004053498,0.00083964,0.000666379,0.00038398,0.002880561,0.002583283,0.000442339,0.003961544,0.007832905,0.005436741,0.000500759,0.008229423,0.011591057,0.000573316,0.000953364,0.001509563,0.001404695,0.00079283,0.000388887,0.000459718,0.001494321,0.001601058,0.000422068,0.00051695,0.001724561,0.005257867,0.000551431,0.000441762,0.00049418,0.000794797,0.000762346,0.000353723,0.000560733,0.005800933,0.005009914,0.000456035,0.000461036,0.000950218,0.000364263,0.000540465,0.00187769,0.000442018,0.000557258,0.001592223,0.004645936,0.00052341,0.000601105,0.003341651,0.003596275,0.000434719,0.001515193,0.005033503,0.025529901,0.002363646,0.00040916,0.000321392,0.000783344,0.008311075,0.0003797,0.000653147,0.004639207,0.010134592,0.000427264,0.000732586,0.001305099,0.011733274,0.004152667,0.002004499,0.000526082,0.004798048,0.000567791,0.000293607,0.000341301,0.000401893,0.000482821,0.001042958,0.001661387,0.000415286,0.000249885,0.000306767,0.000345159,0.000286416,0.000273767,0.00024073,0.001076187,0.002161816,0.000431991,0.002766586,0.01428387,0.015416222,0.004032498,0.000552882,0.001108948,0.000356139,0.001814455,0.001583448,0.001900011,0
37.4884,45.8773,0.000634249,0.001499669,0.000506758,0.000447322,0.00024706,0.004466814,0.000778808,0.028870629,0.016266666,0.002919064,0.000721458,0.00066304,0.000339671,0.003628954,0.002722705,0.000421417,0.004291834,0.007379228,0.004199623,0.000460143,0.009307353,0.011509138,0.000575884,0.00105652,0.00160122,0.001407582,0.000721577,0.000332399,0.000433731,0.001410873,0.001247305,0.00038946,0.000450185,0.001793422,0.005291705,0.000557633,0.000413694,0.000458954,0.000764323,0.00074052,0.000316741,0.000592226,0.005940119,0.005152771,0.000420892,0.000401007,0.000990736,0.000335917,0.000515322,0.001866936,0.000390508,0.000565642,0.001651352,0.00480979,0.000487284,0.000587568,0.003344768,0.003651273,0.000426339,0.00157257,0.005451595,0.028876753,0.002854913,0.000352735,0.000277821,0.000760291,0.009115083,0.000347683,0.000661185,0.004562991,0.011717087,0.000387698,0.000741482,0.001066588,0.010124563,0.004430825,0.002414367,0.000494105,0.005266255,0.000530448,0.000289522,0.000301863,0.000352296,0.000418664,0.001034347,0.00183365,0.000342281,0.000191037,0.000289344,0.000311948,0.000244284,0.000224637,0.000222739,0.001076277,0.002553935,0.000402124,0.002469896,0.013086263,0.014905221,0.003984783,0.000494939,0.001148007,0.000327156,0.001740779,0.001357739,0.001638054,0
12.6895,60.6992,0.000543132,0.000973112,0.000285981,0.00272331,0.000455139,0.004934187,0.000665805,0.047298903,0.010599598,0.001246922,0.001017047,0.001102606,0.000110689,0.016983775,0.003088423,0.000250557,0.005177311,0.004035092,0.000786349,0.000460409,0.025999644,0.005234083,0.000508694,0.002224093,0.002788409,0.000805962,0.00031936,0.000126521,0.000172825,0.000509353,0.000263738,0.000165704,0.001801693,0.002952943,0.00439303,0.000227075,0.000525549,0.000153322,0.000334652,0.00025482,0.000104034,0.000197955,0.008789375,0.000997748,0.000401784,0.000279774,0.001324148,0.000131202,0.000258437,0.00127099,0.000201147,0.000282555,0.002479186,0.003917643,0.000140466,0.000524605,0.002811708,0.001767116,0.000360003,0.006434595,0.028858708,0.060147118,0.023014422,0.00208688,8.53e-05,0.000801868,0.011811791,0.000134031,0.000199152,0.002815463,0.01944097,0.000148163,0.000186425,8.66e-05,0.000154661,0.002099583,0.008471916,0.000131534,0.004744036,0.000136442,8.99e-05,7.65e-05,8.05e-05,7.57e-05,0.000493407,0.002315745,0.000107034,6.97e-05,9.1e-05,0.000103457,8.57e-05,7.34e-05,6.26e-05,0.000803202,0.002516938,0.000106252,0.000949582,0.004875246,0.002989648,0.000707377,0.000227081,0.000908689,9.9e-05,0.000806509,0.000341996,0.000169889,0
12.6895,60.6992,0.000601488,0.001198005,0.000293229,0.002367583,0.000458542,0.005578706,0.000709284,0.052125575,0.011975187,0.001242042,0.001303681,0.001450552,0.000116185,0.008630489,0.00134381,0.000192774,0.006530553,0.004346964,0.000760755,0.000591478,0.027029718,0.005068923,0.000743591,0.00148835,0.002464213,0.000518423,0.00027975,0.000126066,0.00020814,0.000797135,0.00028529,0.000195888,0.00135141,0.003434193,0.005819946,0.000337097,0.000651673,0.000162437,0.000277687,0.000168522,0.000106759,0.000225082,0.009689109,0.000808772,0.000506384,0.000267408,0.001189302,0.000137242,0.000415937,0.001683927,0.000273861,0.000225187,0.001532112,0.002248863,0.000139397,0.000792674,0.00346071,0.001493117,0.000530177,0.008383784,0.039216063,0.072641026,0.020369453,0.001733229,8.99e-05,0.00112937,0.014031899,0.000127442,0.000251922,0.003951752,0.023935974,0.000149897,0.000205159,0.000244381,0.001278422,0.003023159,0.009623379,0.000143301,0.006407205,0.000166273,8.53e-05,0.000108752,0.000100841,8.2e-05,0.000928056,0.003342147,0.00011678,7.31e-05,9.68e-05,0.000127343,0.000104451,8.13e-05,6.24e-05,0.000836517,0.003316083,0.000122109,0.001465941,0.007082118,0.005816,0.001397839,0.000320026,0.001466608,0.000107352,0.001196024,0.000487374,0.000212213,0
